name,tag,gen,format,category,item,ability,nature,move1,move2,move3,move4,hp_ev,atk_ev,def_ev,spa_ev,spd_ev,spe_ev,hp_iv,atk_iv,def_iv,spa_iv,spd_iv,spe_iv,teratypes
Moltres,regular,4,uu,singles,Leftovers,,Timid,Toxic,Roost,Substitute,Flamethrower,248,0,84,0,0,176,31,31,31,31,31,31,
Moltres,regular,4,uu,singles,Choice Scarf|Choice Specs,,Modest|Timid,Fire Blast,Air Slash,Hidden Power Grass/Hidden Power Ice,U-turn/Overheat,0,0,0,252,4,252,31,31,31,31,31,31,
Moltres,weather,4,uu,singles,Life Orb|Heat Rock,,Modest|Timid,Sunny Day,Fire Blast/Flamethrower,Solar Beam,Roost/Morning Sun/Air Slash,0,0,4,252,0,252,31,31,31,31,31,31,
Moltres,regular,4,uu,singles,Life Orb|Leftovers,,Timid|Modest,Substitute,Roost,Fire Blast/Flamethrower,Air Slash,0,0,0,252,4,252,31,31,31,31,31,31,
Moltres,regular,4,ou,singles,Leftovers,,Bold,Substitute,Roost,Flamethrower,Toxic/Roar,248,0,200,0,0,60,31,31,31,31,31,31,
Chikorita,regular,4,lc,singles,Oran Berry|Light Clay,,Calm,Reflect,Light Screen,Leaf Storm,Worry Seed/Synthesis,236,0,156,0,76,0,31,31,31,31,31,31,
Meganium,regular,4,uu,singles,Leftovers,,Bold|Impish,Energy Ball/Seed Bomb,Aromatherapy,Synthesis,Leech Seed/Toxic,252,0,252,0,0,4,31,31,31,31,31,31,
Meganium,regular,4,uu,singles,Light Clay,,Bold|Impish,Light Screen,Reflect,Energy Ball/Seed Bomb,Synthesis/Aromatherapy,252,0,252,0,0,4,31,31,31,31,31,31,
Meganium,regular,4,uu,singles,Leftovers,,Adamant,Swords Dance,Synthesis/Substitute,Seed Bomb,Earthquake/Return,252,160,0,0,0,96,31,31,31,31,31,31,
Meganium,regular,4,nu,singles,Leftovers,,Adamant,Swords Dance,Seed Bomb,Earthquake/Return,Synthesis,252,80,0,0,0,176,31,31,31,31,31,31,
Cyndaquil,regular,4,lc,singles,Choice Scarf,,Rash|Naive,Eruption,Hidden Power Grass/Hidden Power Electric,Double Kick,Fire Blast/Flamethrower,44,24,0,200,0,236,31,31,31,31,31,31,
Typhlosion,weather,4,uu,singles,Life Orb,,Timid,Sunny Day,Fire Blast,Solar Beam,Hidden Power Rock,0,0,0,252,36,220,31,31,31,31,31,31,
Typhlosion,regular,4,uu,singles,Choice Scarf,,Modest|Timid,Eruption,Focus Blast,Hidden Power Rock/Hidden Power Grass,Fire Blast,32,0,0,252,0,224,31,31,31,31,31,31,
Typhlosion,regular,4,uu,singles,Choice Specs,,Timid,Overheat/Eruption,Focus Blast,Hidden Power Grass/Hidden Power Rock,Fire Blast/Flamethrower,0,0,0,252,4,252,31,31,31,31,31,31,
Typhlosion,regular,4,nu,singles,Choice Scarf,,Timid,Eruption,Flamethrower/Fire Blast,Focus Blast,Hidden Power Grass/Hidden Power Rock,0,0,0,252,4,252,31,31,31,31,31,31,
Typhlosion,regular,4,nu,singles,Choice Specs,,Timid,Eruption,Fire Blast,Focus Blast,Hidden Power Grass,0,0,0,252,4,252,31,31,31,31,31,31,
Totodile,regular,4,lc,singles,Life Orb,,Jolly,Swords Dance,Aqua Jet,Return,Crunch/Ice Punch/Waterfall,36,236,4,0,52,172,31,31,31,31,31,31,
Totodile,regular,4,lc,singles,Salac Berry|Liechi Berry,,Adamant,Flail,Swords Dance,Aqua Jet,Substitute,0,236,4,0,0,252,31,31,31,31,31,31,
Totodile,regular,4,lc,singles,Life Orb|Oran Berry,,Jolly|Adamant,Dragon Dance,Waterfall/Aqua Tail,Return,Ice Punch/Crunch,0,236,4,0,0,252,31,31,31,31,31,31,
Feraligatr,regular,4,uu,singles,Life Orb,,Adamant,Dragon Dance,Waterfall,Ice Punch,Earthquake/Low Kick,28,252,0,0,0,228,31,31,31,31,31,31,
Feraligatr,regular,4,uu,singles,Life Orb,,Adamant,Swords Dance,Waterfall,Return,Aqua Jet,148,252,0,0,0,108,31,31,31,31,31,31,
Feraligatr,regular,4,uu,singles,Leftovers,,Adamant,Substitute,Dragon Dance,Waterfall,Return,104,252,0,0,0,152,31,31,31,31,31,31,
Feraligatr,regular,4,uu,singles,Chesto Berry,,Adamant,Dragon Dance,Rest,Waterfall,Return/Earthquake,116,252,0,0,0,140,31,31,31,31,31,31,
Feraligatr,regular,4,uu,singles,Liechi Berry,,Jolly,Substitute,Dragon Dance,Waterfall,Return/Flail,84,252,8,0,0,164,31,31,31,31,31,31,
Feraligatr,regular,4,ou,singles,Lum Berry|Life Orb,,Jolly,Swords Dance,Waterfall/Aqua Tail,Aqua Jet,Return,4,252,0,0,0,252,31,31,31,31,31,31,
Togepi,regular,4,lc,singles,Oran Berry,Serene Grace,Adamant,Body Slam/Thunder Wave,Headbutt,Fire Blast,Soft-Boiled/Zen Headbutt,236,196,76,0,0,0,31,31,31,31,31,31,
Togetic,regular,4,uu,singles,Leftovers,,Calm,Baton Pass,Nasty Plot,Roost,Hidden Power Flying,252,0,0,0,172,84,31,31,31,31,31,31,
Cleffa,regular,4,lc,singles,Focus Sash,Magic Guard,Hasty,Endeavor,Protect,Toxic/Thunder Wave,Encore,0,0,0,0,0,8,31,31,31,31,31,31,
Ampharos,regular,4,uu,singles,Life Orb,,Modest|Mild,Thunderbolt,Hidden Power Ice,Focus Blast,Substitute/Focus Punch,4,0,0,252,0,252,31,31,31,31,31,31,
Ampharos,regular,4,uu,singles,Leftovers,,Modest,Discharge,Hidden Power Ice/Hidden Power Grass,Heal Bell,Reflect/Light Screen,252,0,0,80,176,0,31,31,31,31,31,31,
Ampharos,regular,4,uu,singles,Choice Specs,,Modest,Thunderbolt,Focus Blast,Hidden Power Ice/Hidden Power Grass,Signal Beam,208,0,0,252,0,48,31,31,31,31,31,31,
Ampharos,weather,4,uu,singles,Damp Rock|Leftovers,,Modest,Rain Dance,Thunder,Hidden Power Water,Safeguard/Reflect/Light Screen,252,0,0,76,180,0,31,31,31,31,31,31,
Ampharos,regular,4,pu,singles,Leftovers,,Calm,Discharge,Toxic/Sleep Talk,Protect/Rest,Hidden Power Grass/Hidden Power Water,252,0,4,0,252,0,31,31,31,31,31,31,
Ampharos,regular,4,nu,singles,Shuca Berry|Custap Berry|Lum Berry,,Modest,Thunderbolt,Focus Blast,Hidden Power Ice,Thunder Wave,132,0,0,252,0,124,31,31,31,31,31,31,
Bellossom,weather,4,uu,singles,Heat Rock|Life Orb,,Modest,Sunny Day,Sleep Powder,Hidden Power Fire/Moonlight/Hidden Power Rock,Solar Beam/Leaf Storm,0,0,0,252,4,252,31,31,31,31,31,31,
Bellossom,regular,4,pu,singles,Leftovers,,Careful|Calm,Leaf Blade/Energy Ball,Sleep Powder,Leech Seed/Stun Spore,Synthesis,252,0,4,0,252,0,31,31,31,31,31,31,
Azumarill,regular,4,uu,singles,Choice Band,Huge Power,Adamant,Waterfall,Aqua Jet,Return/Double-Edge,Ice Punch/Superpower,244,252,4,0,4,4,31,31,31,31,31,31,
Azumarill,regular,4,uu,singles,Leftovers,Huge Power,Adamant,Substitute,Focus Punch,Waterfall/Ice Punch,Aqua Jet/Encore/Toxic,252,252,0,0,0,4,31,31,31,31,31,31,
Azumarill,regular,4,uu,singles,Leftovers,Huge Power,Adamant,Rest,Sleep Talk,Waterfall,Return/Double-Edge,248,252,4,0,4,0,31,31,31,31,31,31,
Jumpluff,regular,4,uu,singles,Leftovers,,Timid,Leech Seed,Substitute,Sleep Powder,Encore,0,0,188,0,68,252,31,31,31,31,31,31,
Jumpluff,regular,4,uu,singles,Leftovers,,Jolly,Sleep Powder,Stun Spore,Encore,U-turn,252,4,0,0,0,252,31,31,31,31,31,31,
Jumpluff,regular,4,uu,singles,Leftovers,,Jolly,Sleep Powder,Memento,Encore,Reflect,252,0,4,0,0,252,31,31,31,31,31,31,
Jumpluff,regular,4,uu,singles,Heat Rock,,Jolly,Sleep Powder,Sunny Day,U-turn,Encore/Memento,252,4,0,0,0,252,31,31,31,31,31,31,
Snubbull,regular,4,lc,singles,Life Orb|Oran Berry,,Brave,Return,Earthquake,Crunch,Ice Punch/Fire Punch,196,196,0,0,116,0,31,31,31,31,31,0,
Snubbull,regular,4,lc,singles,Oran Berry,,Impish,Thunder Wave,Return,Crunch,Fire Punch/Ice Punch,196,0,196,0,116,0,31,31,31,31,31,31,
Granbull,regular,4,zu,singles,Leftovers,,Adamant,Substitute,Return,Close Combat,Fire Punch,40,248,4,0,0,216,31,31,31,31,31,31,
Granbull,regular,4,zu,singles,Leftovers,,Impish,Body Slam,Heal Bell,Earthquake,Thunder Wave,252,0,252,0,4,0,31,31,31,31,31,31,
Granbull,regular,4,uu,singles,Leftovers,,Impish,Thunder Wave/Toxic,Heal Bell,Return/Body Slam,Crunch/Earthquake,252,0,212,0,0,44,31,31,31,31,31,31,
Granbull,regular,4,uu,singles,Toxic Orb,Quick Feet,Jolly,Protect,Facade,Crunch,Close Combat/Low Kick,0,252,4,0,0,252,31,31,31,31,31,31,
Granbull,regular,4,uu,singles,Choice Band,Intimidate|Quick Feet,Adamant|Jolly,Return,Crunch,Close Combat,Ice Punch/Stone Edge,132,252,0,0,0,124,31,31,31,31,31,31,
Tyrogue,regular,4,lc,singles,Toxic Orb,,Brave,High Jump Kick,Facade,Rock Slide,Bullet Punch,236,236,0,0,0,0,31,31,31,31,31,0,
Tyrogue,regular,4,lc,singles,Toxic Orb,,Adamant,Fake Out,Bullet Punch,High Jump Kick,Rock Slide/Facade,0,236,0,0,0,236,31,31,31,31,31,31,
Hitmonlee,regular,4,uu,singles,Life Orb,,Jolly|Adamant,Close Combat,Stone Edge,Earthquake/Blaze Kick,Mach Punch/Sucker Punch,4,252,0,0,0,252,31,31,31,31,31,31,
Hitmonlee,regular,4,uu,singles,Choice Scarf,,Adamant,Close Combat,Earthquake,Stone Edge,Blaze Kick/Mach Punch,4,252,0,0,0,252,31,31,31,31,31,31,
Hitmonlee,regular,4,uu,singles,Choice Band,,Jolly,Close Combat,Earthquake,Stone Edge,Mach Punch/Blaze Kick,4,252,0,0,0,252,31,31,31,31,31,31,
Hitmonlee,regular,4,uu,singles,Black Belt,,Adamant,Substitute,Close Combat,Stone Edge/Rock Slide,Sucker Punch,4,252,0,0,0,252,31,31,31,31,31,31,
Hitmonchan,regular,4,uu,singles,Choice Scarf,Iron Fist,Adamant,Close Combat,Mach Punch/Stone Edge,Ice Punch,Thunder Punch,12,252,0,0,0,244,31,31,31,31,31,31,
Hitmonchan,regular,4,uu,singles,Choice Band,Iron Fist,Adamant|Jolly,Close Combat/Focus Punch,Ice Punch,Mach Punch,Thunder Punch/Stone Edge,8,252,0,0,0,248,31,31,31,31,31,31,
Hitmonchan,regular,4,uu,singles,Life Orb,Iron Fist,Adamant,Agility,Close Combat,Ice Punch,Stone Edge/Substitute,168,252,0,0,0,88,31,31,31,31,31,31,
Hitmonchan,regular,4,uu,singles,Leftovers,Iron Fist,Adamant,Bulk Up,Drain Punch,Ice Punch,Substitute/Mach Punch/Thunder Punch,160,252,0,0,0,96,31,31,31,31,31,31,
Hitmonchan,regular,4,uu,singles,Fist Plate|Leftovers,Iron Fist,Adamant,Substitute,Focus Punch,Ice Punch,Mach Punch/Thunder Punch/Stone Edge,96,252,0,0,0,160,31,31,31,31,31,31,
Hitmonchan,regular,4,nu,singles,Life Orb,Iron Fist,Adamant,Close Combat,Mach Punch,Ice Punch/Thunder Punch,Rapid Spin,32,252,12,0,0,212,31,31,31,31,31,31,
Hitmonchan,regular,4,nu,singles,Leftovers,Iron Fist,Adamant,Bulk Up,Drain Punch,Ice Punch,Rapid Spin,168,252,0,0,0,88,31,31,31,31,31,31,
Hitmonchan,regular,4,nu,singles,Choice Scarf,Iron Fist,Adamant,Close Combat,Thunder Punch,Ice Punch,Stone Edge/Earthquake/Rapid Spin,40,252,0,0,0,216,31,31,31,31,31,31,
Hitmontop,regular,4,uu,singles,Leftovers,,Impish,Rapid Spin,Foresight,Close Combat,Sucker Punch/Stone Edge/Rest,252,4,252,0,0,0,31,31,31,31,31,31,
Hitmontop,regular,4,uu,singles,Life Orb|Leftovers,Technician,Adamant,Fake Out,Close Combat/Revenge,Mach Punch,Bullet Punch/Stone Edge,252,252,4,0,0,0,31,31,31,31,31,31,
Hitmontop,regular,4,uu,singles,Life Orb,,Adamant,Close Combat,Sucker Punch,Stone Edge,Mach Punch/Rapid Spin,112,252,0,0,0,144,31,31,31,31,31,31,
Hitmontop,regular,4,uu,singles,Leftovers,Technician,Adamant,Bulk Up,Revenge/Mach Punch,Sucker Punch,Stone Edge,252,252,4,0,0,0,31,31,31,31,31,31,
Hitmontop,regular,4,ou,singles,Leftovers,,Impish,Rapid Spin,Foresight,Close Combat,Stone Edge/Rest,252,0,252,0,4,0,31,31,31,31,31,31,
Hitmontop,regular,4,ou,singles,Life Orb,Technician,Adamant,Fake Out,Mach Punch,Close Combat/Low Kick,Stone Edge/Pursuit,252,252,4,0,0,0,31,31,31,31,31,31,
Hitmontop,regular,4,doublesou,doubles,Sitrus Berry,,Adamant,Fake Out,Close Combat,Sucker Punch,Detect/Toxic,252,252,0,0,0,4,31,31,31,31,31,31,
Treecko,regular,4,lc,singles,Focus Sash,,Hasty,Leaf Storm,Hidden Power Fire,Grass Whistle,Quick Attack/Focus Punch,36,0,0,240,0,200,31,31,31,31,31,31,
Grovyle,regular,4,zu,singles,Leftovers,,Timid,Substitute,Leech Seed,Leaf Storm,Hidden Power Fire/Hidden Power Ice,0,0,4,252,0,252,31,2,31,30,31,30,
Grovyle,regular,4,zu,singles,Life Orb,,Hasty,Leaf Storm,Hidden Power Fire/Hidden Power Ice,Energy Ball/Giga Drain/Synthesis,Rock Slide/Synthesis,0,4,0,252,0,252,31,31,31,31,31,31,
Sceptile,regular,4,uu,singles,Leftovers,,Timid,Substitute,Leech Seed,Energy Ball/Leaf Storm,Hidden Power Ice,0,0,4,252,0,252,7,31,31,31,31,31,
Sceptile,regular,4,uu,singles,Choice Specs,,Timid,Leaf Storm,Focus Blast,Hidden Power Ice,Energy Ball/Dragon Pulse,4,0,0,252,0,252,31,31,31,31,31,31,
Sceptile,regular,4,uu,singles,Life Orb,,Modest,Leaf Storm,Focus Blast,Hidden Power Psychic/Hidden Power Ice,Synthesis,72,0,0,252,4,180,31,31,31,31,31,31,
Sceptile,regular,4,uu,singles,Life Orb|Leftovers,,Jolly,Swords Dance,Leaf Blade,Earthquake/X-Scissor,Rock Slide/Double-Edge,4,252,0,0,0,252,31,31,31,31,31,31,
Sceptile,regular,4,uu,singles,Life Orb|Focus Sash,,Naive,Leaf Storm,Quick Attack,Hidden Power Ice/Endeavor,Rock Slide,0,40,0,252,0,216,31,31,31,31,31,31,
Sceptile,regular,4,uu,singles,Life Orb,,Hasty,Leaf Storm,Hidden Power Ice,Leaf Blade/Rock Slide,Earthquake/Low Kick,0,252,0,80,0,176,31,31,31,31,31,31,
Torchic,regular,4,lc,singles,Life Orb,,Hasty,Fire Blast/Overheat,Hidden Power Grass,Rock Slide,Quick Attack,0,36,0,200,36,236,31,31,31,31,31,31,
Combusken,regular,4,zu,singles,Life Orb,,Timid,Agility,Fire Blast,Focus Blast,Protect,0,0,0,252,4,252,31,0,31,31,31,31,
Blaziken,regular,4,uu,singles,Choice Band|Choice Scarf,,Adamant|Jolly,Flare Blitz,Low Kick/Superpower,Thunder Punch,Stone Edge/Blaze Kick,0,252,0,0,4,252,31,31,31,31,31,31,
Blaziken,regular,4,uu,singles,Life Orb,,Mild|Rash,Fire Blast,Superpower,Hidden Power Grass/Hidden Power Electric,Vacuum Wave/Stone Edge,0,4,0,252,0,252,31,31,31,31,31,31,
Blaziken,regular,4,uu,singles,Life Orb,,Adamant|Jolly,Swords Dance,Low Kick/Superpower,Flare Blitz,Thunder Punch/Stone Edge/Quick Attack,0,252,4,0,0,252,31,31,31,31,31,31,
Blaziken,regular,4,uu,singles,Life Orb|Expert Belt,,Rash,Agility,Fire Blast,Superpower,Hidden Power Electric,0,192,0,252,0,64,31,31,31,31,31,31,
Blaziken,regular,4,uu,singles,Choice Scarf,,Rash|Mild,Fire Blast,Superpower,Thunder Punch/Stone Edge,Hidden Power Ice,0,80,0,184,0,244,31,31,31,31,31,30,
Mudkip,regular,4,lc,singles,Choice Scarf,,Jolly|Naive,Waterfall,Rock Slide,Double-Edge/Return,Superpower/Ice Beam,116,196,0,0,0,196,31,31,31,31,31,31,
Swampert,regular,4,ou,singles,Leftovers,,Adamant,Stealth Rock,Earthquake,Waterfall,Ice Punch,240,252,0,0,0,16,31,31,31,31,31,31,
Swampert,regular,4,ou,singles,Leftovers,,Modest,Stealth Rock,Hydro Pump,Ice Beam,Earth Power,240,0,0,252,0,16,31,31,31,31,31,31,
Swampert,regular,4,ou,singles,Choice Band,,Adamant,Waterfall,Earthquake,Stone Edge/Superpower,Ice Punch,172,252,0,0,0,84,31,31,31,31,31,31,
Swampert,regular,4,ou,singles,Leftovers,,Relaxed,Earthquake,Ice Beam,Stealth Rock,Roar/Protect,240,0,216,0,52,0,31,31,31,31,31,31,
Swampert,regular,4,ou,singles,Choice Specs,,Modest,Hydro Pump,Earth Power,Ice Beam,Hidden Power Grass/Hidden Power Electric/Sleep Talk,172,0,0,252,0,84,31,31,31,31,31,31,
Swampert,regular,4,ou,singles,Leftovers,,Brave,Earthquake,Hydro Pump,Ice Beam,Focus Punch,112,216,0,100,0,80,31,31,31,31,31,31,
Swampert,regular,4,ou,singles,Leftovers,,Careful,Curse,Rest,Earthquake/Waterfall,Ice Punch/Waterfall/Sleep Talk,240,0,16,0,252,0,31,31,31,31,31,31,
Beautifly,regular,4,uu,singles,Life Orb|Choice Scarf|Choice Specs,,Modest|Timid,Bug Buzz,Hidden Power Ground,Shadow Ball,Stun Spore/U-turn,0,0,4,252,0,252,31,31,31,31,31,31,
Ralts,regular,4,lc,singles,Focus Sash,Trace,Relaxed,Trick Room,Memento,Destiny Bond,Encore,212,0,76,0,156,0,31,31,31,31,31,0,
Gardevoir,regular,4,uu,singles,Leftovers,Trace,Calm,Will-O-Wisp,Psychic,Wish/Pain Split,Protect/Heal Bell,252,0,4,0,252,0,31,31,31,31,31,31,
Gardevoir,regular,4,uu,singles,Choice Specs|Choice Scarf,Trace,Timid|Modest,Psychic,Thunderbolt,Focus Blast,Trick/Shadow Ball,0,0,4,252,0,252,31,31,31,31,31,31,
Gardevoir,regular,4,uu,singles,Leftovers|Life Orb,Trace,Timid,Calm Mind,Focus Blast,Shadow Ball/Thunderbolt,Psychic/Taunt,0,0,4,252,0,252,31,31,31,31,31,31,
Gardevoir,regular,4,uu,singles,Light Clay,Trace,Timid,Reflect,Light Screen,Memento,Taunt/Will-O-Wisp/Psychic,252,0,4,0,0,252,31,31,31,31,31,31,
Gardevoir,regular,4,uu,singles,Life Orb,Trace,Timid,Psychic,Thunderbolt/Shadow Ball,Focus Blast/Signal Beam,Will-O-Wisp,4,0,0,252,0,252,31,31,31,31,31,31,
Gardevoir,regular,4,nu,singles,Choice Scarf,Trace,Timid,Psychic,Thunderbolt/Signal Beam,Focus Blast/Hidden Power Ground,Trick,0,0,4,252,0,252,31,31,31,31,31,31,
Gardevoir,regular,4,nu,singles,Colbur Berry,Trace,Timid,Psychic,Signal Beam/Thunderbolt,Hidden Power Ground/Focus Blast/Will-O-Wisp,Taunt/Encore/Will-O-Wisp/Destiny Bond/Calm Mind,0,0,4,252,0,252,31,31,31,31,31,31,
Exploud,regular,4,uu,singles,Life Orb,,Naughty,Return,Earthquake,Crunch,Surf/Ice Beam,0,252,0,68,0,188,31,31,31,31,31,31,
Exploud,regular,4,uu,singles,Leftovers,,Adamant,Substitute,Return,Earthquake,Crunch,224,252,0,0,0,32,31,31,31,31,31,31,
Azurill,regular,4,lc,singles,Life Orb,Huge Power,Brave,Return/Double-Edge,Waterfall,Iron Tail/Encore,Substitute,116,196,36,0,116,0,31,31,31,31,31,31,
Mawile,regular,4,zu,singles,Leftovers,Intimidate,Impish,Swords Dance,Iron Head,Sucker Punch/Brick Break,Baton Pass,252,4,252,0,0,0,31,31,31,31,31,31,
Mawile,regular,4,zu,singles,Life Orb,Intimidate,Adamant,Swords Dance,Iron Head,Brick Break,Sucker Punch,0,252,4,0,0,252,31,31,31,31,31,31,
Mawile,regular,4,uu,singles,Leftovers,Intimidate|Hyper Cutter,Jolly,Swords Dance,Baton Pass,Taunt,Substitute/Iron Head,252,0,28,0,0,228,31,31,31,31,31,31,
Plusle,regular,4,zu,singles,Life Orb|Salac Berry,,Timid,Nasty Plot,Thunderbolt,Hidden Power Ice,Grass Knot/Endure/Encore,0,0,0,252,4,252,31,2,30,31,31,31,
Plusle,regular,4,uu,singles,Life Orb|Leftovers,,Timid,Baton Pass,Nasty Plot,Thunderbolt,Encore/Hidden Power Ice,0,0,0,252,4,252,31,31,31,31,31,31,
Plusle,regular,4,uu,singles,Life Orb,,Timid,Nasty Plot,Encore,Thunderbolt,Hidden Power Ice,0,0,0,252,4,252,31,31,31,31,31,31,
Minun,regular,4,uu,singles,Leftovers,,Timid,Baton Pass,Nasty Plot,Encore,Thunderbolt,252,0,0,0,4,252,31,31,31,31,31,31,
Minun,regular,4,uu,singles,Life Orb,,Timid,Nasty Plot,Encore,Thunderbolt,Hidden Power Ice,0,0,0,252,4,252,31,31,31,31,31,31,
Kecleon,regular,4,zu,singles,Leftovers,,Careful,Recover,Stealth Rock/Thunder Wave/Sucker Punch,Return,Fire Punch/Knock Off,252,0,4,0,252,0,31,31,31,31,31,31,
Kecleon,regular,4,uu,singles,Leftovers,,Careful,Stealth Rock/Thunder Wave,Return,Aqua Tail,Recover,252,0,4,0,252,0,31,31,31,31,31,31,
Kecleon,regular,4,uu,singles,Choice Band,,Adamant,Return,Aqua Tail,Low Kick,Trick,92,252,0,0,0,164,31,31,31,31,31,31,
Kecleon,regular,4,uu,singles,Leftovers,,Sassy,Trick Room,Stealth Rock,Return,Recover,252,0,4,0,252,0,31,31,31,31,31,0,
Duskull,regular,4,lc,singles,Oran Berry,,Impish,Will-O-Wisp,Thief/Memento/Pain Split,Shadow Sneak,Return,196,36,36,0,196,0,31,31,31,31,31,31,
Dusclops,regular,4,uu,singles,Leftovers,,Impish,Seismic Toss,Will-O-Wisp,Rest/Pain Split,Sleep Talk/Shadow Punch/Toxic,252,0,252,0,4,0,31,31,31,31,31,31,
Dusclops,regular,4,uu,singles,Leftovers,,Relaxed,Trick Room,Seismic Toss,Will-O-Wisp,Pain Split,252,0,252,0,4,0,31,31,31,31,31,0,
Dusclops,regular,4,nu,singles,Leftovers,,Impish,Seismic Toss,Will-O-Wisp/Toxic,Pain Split/Rest,Protect/Sleep Talk/Shadow Sneak,252,0,252,0,4,0,31,31,31,31,31,31,
Dusclops,regular,4,nu,singles,Leftovers,,Adamant,Shadow Sneak,Earthquake,Will-O-Wisp,Pain Split,252,252,0,0,4,0,31,31,31,31,31,31,
Dusclops,regular,4,doublesou,doubles,Mail|Sitrus Berry,,Relaxed,Trick Room,Rain Dance,Helping Hand,Night Shade/Shadow Sneak,252,0,96,0,160,0,31,31,31,31,31,0,
Regirock,regular,4,uu,singles,Leftovers,,Adamant,Stone Edge/Rock Slide,Earthquake/Thunder Wave,Stealth Rock,Explosion,204,148,0,0,156,0,31,31,31,31,31,31,
Regirock,regular,4,uu,singles,Leftovers|Chesto Berry,,Careful,Curse,Rock Slide,Rest,Sleep Talk,252,4,0,0,252,0,31,31,31,31,31,31,
Regirock,regular,4,uu,singles,Choice Band|Life Orb,,Jolly,Stone Edge,Earthquake,Ice Punch,Explosion,0,252,0,0,4,252,31,31,31,31,31,31,
Regirock,regular,4,uu,singles,Life Orb|Passho Berry,,Adamant|Jolly,Rock Polish,Stone Edge,Earthquake,Explosion,0,252,4,0,0,252,31,31,31,31,31,31,
Regirock,regular,4,uu,singles,Heat Rock,,Adamant,Sunny Day,Stealth Rock,Stone Edge/Rock Slide,Explosion,252,188,0,0,68,0,31,31,31,31,31,31,
Regirock,regular,4,ou,singles,Chesto Berry|Leftovers,,Careful,Curse,Rock Slide,Rest,Earthquake/Sleep Talk,252,4,0,0,252,0,31,31,31,31,31,31,
Regirock,regular,4,nu,singles,Leftovers|Custap Berry|Lum Berry,,Adamant,Stealth Rock,Stone Edge,Earthquake/Thunder Wave,Explosion,252,144,0,0,112,0,31,31,31,31,31,31,
Regirock,regular,4,nu,singles,Leftovers,,Careful,Stealth Rock,Rock Slide,Toxic/Thunder Wave,Protect/Explosion/Earthquake,252,4,0,0,252,0,31,31,31,31,31,31,
Regirock,regular,4,nu,singles,Life Orb,,Jolly|Adamant,Rock Polish,Stone Edge,Earthquake,Explosion/Ice Punch,4,252,0,0,0,252,31,31,31,31,31,31,
Regirock,regular,4,nu,singles,Heat Rock,,Adamant,Sunny Day,Stealth Rock,Stone Edge,Explosion,252,252,0,0,4,0,31,31,31,31,31,31,
Regice,regular,4,uu,singles,Leftovers,,Calm|Bold,Thunder Wave/Toxic,Ice Beam,Thunderbolt/Charge Beam,Seismic Toss,252,0,252,0,4,0,31,31,31,31,31,31,
Regice,regular,4,uu,singles,Leftovers,,Calm,Rest,Sleep Talk,Ice Beam,Seismic Toss/Charge Beam/Thunderbolt,252,0,252,0,4,0,31,31,31,31,31,31,
Regice,regular,4,uu,singles,Life Orb,,Modest,Ice Beam,Thunderbolt,Focus Blast,Explosion/Rock Polish,32,48,0,252,0,176,31,31,31,31,31,31,
Regice,regular,4,nu,singles,Life Orb,,Modest,Ice Beam,Thunderbolt,Focus Blast,Explosion/Thunder Wave,32,12,0,252,0,212,31,31,31,31,31,31,
Registeel,regular,4,uu,singles,Leftovers,,Careful,Stealth Rock,Seismic Toss,Thunder Wave/Toxic,Shadow Claw/Iron Head,252,0,4,0,252,0,31,31,31,31,31,31,
Registeel,regular,4,uu,singles,Leftovers,,Careful,Iron Head,Curse,Rest,Sleep Talk,252,0,4,0,252,0,31,31,31,31,31,31,
Registeel,regular,4,uu,singles,Occa Berry,,Adamant,Curse,Iron Head,Explosion,Earthquake/Ice Punch/Counter,252,252,0,0,4,0,31,31,31,31,31,31,
Registeel,regular,4,uu,singles,Damp Rock,,Careful,Rain Dance,Explosion,Shadow Claw,Seismic Toss/Thunder Wave,252,0,4,0,252,0,31,31,31,31,31,31,
Registeel,regular,4,ubers,singles,Leftovers,,Careful,Stealth Rock,Thunder Wave,Ice Punch,Explosion,252,24,80,0,152,0,31,31,31,31,31,31,
Registeel,regular,4,ou,singles,Leftovers,,Impish,Stealth Rock,Explosion,Ice Punch,Earthquake/Toxic,252,168,88,0,0,0,31,31,31,31,31,31,
Turtwig,regular,4,lc,singles,Oran Berry,,Impish,Stealth Rock,Protect,Seed Bomb,Crunch/Superpower,236,52,84,0,76,28,31,31,31,31,31,31,
Turtwig,regular,4,lc,singles,Choice Band,,Adamant,Seed Bomb,Superpower,Crunch,Double-Edge/Return,236,212,4,0,0,28,31,31,31,31,31,31,
Turtwig,regular,4,lc,singles,Light Clay,,Impish,Light Screen,Reflect,Seed Bomb,Crunch/Stealth Rock,236,52,84,0,76,28,31,31,31,31,31,31,
Turtwig,regular,4,lc,singles,Life Orb,,Quiet,Seed Bomb,Earth Power,Hidden Power Fire,Crunch,0,216,4,240,0,0,31,30,31,30,31,2,
Grotle,regular,4,zu,singles,Leftovers,,Impish|Careful,Seed Bomb,Synthesis,Stealth Rock/Leech Seed,Return/Leech Seed/Superpower,248,0,252,0,8,0,31,31,31,31,31,31,
Torterra,regular,4,uu,singles,Life Orb,,Adamant,Rock Polish,Earthquake,Wood Hammer/Seed Bomb,Stone Edge,0,252,4,0,0,252,31,31,31,31,31,31,
